x_1,y_1,width_1,height_1,filepath_1,subject_name_1,x_2,y_2,width_2,height_2,filepath_2,subject_name_2,label,gender_1,gender_2,skin_tone_1,skin_tone_2
119,104,72,72,/dataset/YouTubeFaces/frame_images_DB/Daniel_Bruehl/2/2.1589.jpg,Daniel_Bruehl,79,145,77,77,/dataset/YouTubeFaces/frame_images_DB/Daniel_Bruehl/3/3.13.jpg,Daniel_Bruehl,1,M,M,#81654F,#81654F
139,189,120,120,/dataset/YouTubeFaces/frame_images_DB/Rocco_Buttiglione/4/4.693.jpg,Rocco_Buttiglione,139,114,38,38,/dataset/YouTubeFaces/frame_images_DB/Rocco_Buttiglione/5/5.903.jpg,Rocco_Buttiglione,1,M,M,#9D7A54,#81654F
245,65,66,66,/dataset/YouTubeFaces/frame_images_DB/Jake_Plummer/4/4.4563.jpg,Jake_Plummer,166,110,73,73,/dataset/YouTubeFaces/frame_images_DB/Jake_Plummer/5/5.3104.jpg,Jake_Plummer,1,M,M,#81654F,#81654F
301,110,105,105,/dataset/YouTubeFaces/frame_images_DB/Tavis_Smiley/2/2.747.jpg,Tavis_Smiley,204,98,95,95,/dataset/YouTubeFaces/frame_images_DB/Tavis_Smiley/4/4.281.jpg,Tavis_Smiley,1,M,M,#6F503C,#6F503C
164,101,87,87,/dataset/YouTubeFaces/frame_images_DB/Imelda_Marcos/1/1.2617.jpg,Imelda_Marcos,125,98,80,80,/dataset/YouTubeFaces/frame_images_DB/Imelda_Marcos/3/3.1036.jpg,Imelda_Marcos,1,F,F,#81654F,#BEA07E
189,113,101,101,/dataset/YouTubeFaces/frame_images_DB/Lisa_Ling/0/0.119.jpg,Lisa_Ling,250,173,101,101,/dataset/YouTubeFaces/frame_images_DB/Lisa_Ling/2/2.1060.jpg,Lisa_Ling,1,F,F,#9D7A54,#9D7A54
272,109,102,102,/dataset/YouTubeFaces/frame_images_DB/Tom_Ridge/2/2.2332.jpg,Tom_Ridge,246,105,97,97,/dataset/YouTubeFaces/frame_images_DB/Tom_Ridge/3/3.163.jpg,Tom_Ridge,1,M,M,#81654F,#81654F
203,79,62,62,/dataset/YouTubeFaces/frame_images_DB/Franco_Frattini/0/0.1446.jpg,Franco_Frattini,270,91,109,109,/dataset/YouTubeFaces/frame_images_DB/Franco_Frattini/1/1.354.jpg,Franco_Frattini,1,M,M,#9D7A54,#6F503C
271,103,110,110,/dataset/YouTubeFaces/frame_images_DB/Paul_Schrader/2/2.165.jpg,Paul_Schrader,164,66,75,75,/dataset/YouTubeFaces/frame_images_DB/Paul_Schrader/5/5.252.jpg,Paul_Schrader,1,M,M,#9D7A54,#9D7A54
181,88,116,116,/dataset/YouTubeFaces/frame_images_DB/Elsa_Zylberstein/1/1.1066.jpg,Elsa_Zylberstein,152,106,87,87,/dataset/YouTubeFaces/frame_images_DB/Elsa_Zylberstein/4/4.636.jpg,Elsa_Zylberstein,1,F,F,#9D7A54,#6F503C
181,132,119,119,/dataset/YouTubeFaces/frame_images_DB/James_Sensenbrenner/0/0.664.jpg,James_Sensenbrenner,139,90,86,86,/dataset/YouTubeFaces/frame_images_DB/James_Sensenbrenner/1/1.1051.jpg,James_Sensenbrenner,1,M,M,#81654F,#81654F
181,84,77,77,/dataset/YouTubeFaces/frame_images_DB/Conan_OBrien/1/1.1555.jpg,Conan_OBrien,161,75,38,38,/dataset/YouTubeFaces/frame_images_DB/Conan_OBrien/4/4.692.jpg,Conan_OBrien,1,M,M,#BEA07E,#81654F
150,62,43,43,/dataset/YouTubeFaces/frame_images_DB/Ximena_Bohorquez/0/0.705.jpg,Ximena_Bohorquez,124,48,35,35,/dataset/YouTubeFaces/frame_images_DB/Ximena_Bohorquez/4/4.608.jpg,Ximena_Bohorquez,1,F,F,#9D7A54,#81654F
255,87,80,80,/dataset/YouTubeFaces/frame_images_DB/Natasha_Lyonne/0/0.1558.jpg,Natasha_Lyonne,148,111,111,111,/dataset/YouTubeFaces/frame_images_DB/Natasha_Lyonne/1/1.56.jpg,Natasha_Lyonne,1,F,F,#81654F,#81654F
166,86,66,66,/dataset/YouTubeFaces/frame_images_DB/Laura_Elena_Harring/0/0.1014.jpg,Laura_Elena_Harring,100,131,74,74,/dataset/YouTubeFaces/frame_images_DB/Laura_Elena_Harring/5/5.50.jpg,Laura_Elena_Harring,1,F,F,#81654F,#81654F
232,104,78,78,/dataset/YouTubeFaces/frame_images_DB/Fidel_Castro_Daiz-Balart/1/1.240.jpg,Fidel_Castro_Daiz-Balart,280,184,94,94,/dataset/YouTubeFaces/frame_images_DB/Fidel_Castro_Daiz-Balart/4/4.135.jpg,Fidel_Castro_Daiz-Balart,1,M,M,#9D7A54,#9D7A54
215,90,90,90,/dataset/YouTubeFaces/frame_images_DB/Peter_OToole/0/0.1912.jpg,Peter_OToole,234,135,96,96,/dataset/YouTubeFaces/frame_images_DB/Peter_OToole/1/1.665.jpg,Peter_OToole,1,M,M,#9D7A54,#6F503C
156,88,76,76,/dataset/YouTubeFaces/frame_images_DB/Jackie_Sherrill/4/4.2128.jpg,Jackie_Sherrill,245,165,184,184,/dataset/YouTubeFaces/frame_images_DB/Jackie_Sherrill/5/5.555.jpg,Jackie_Sherrill,1,M,M,#6F503C,#E7C1B8
216,117,114,114,/dataset/YouTubeFaces/frame_images_DB/Lucia_Kenny_Anthony/0/0.128.jpg,Lucia_Kenny_Anthony,205,150,128,128,/dataset/YouTubeFaces/frame_images_DB/Lucia_Kenny_Anthony/4/4.715.jpg,Lucia_Kenny_Anthony,1,M,M,#6F503C,#6F503C
171,78,61,61,/dataset/YouTubeFaces/frame_images_DB/Ray_Romano/1/1.1095.jpg,Ray_Romano,265,70,62,62,/dataset/YouTubeFaces/frame_images_DB/Ray_Romano/5/5.746.jpg,Ray_Romano,1,M,M,#6F503C,#81654F
119,49,50,50,/dataset/YouTubeFaces/frame_images_DB/James_Carville/0/0.1551.jpg,James_Carville,163,99,83,83,/dataset/YouTubeFaces/frame_images_DB/James_Carville/3/3.173.jpg,James_Carville,1,M,M,#81654F,#6F503C
204,72,49,49,/dataset/YouTubeFaces/frame_images_DB/Peter_Medgyessy/3/3.59.jpg,Peter_Medgyessy,153,102,102,102,/dataset/YouTubeFaces/frame_images_DB/Peter_Medgyessy/4/4.37.jpg,Peter_Medgyessy,1,M,M,#9D7A54,#6F503C
154,101,66,66,/dataset/YouTubeFaces/frame_images_DB/Krishna_Bhadur_Mahara/0/0.1108.jpg,Krishna_Bhadur_Mahara,170,87,74,74,/dataset/YouTubeFaces/frame_images_DB/Krishna_Bhadur_Mahara/2/2.1082.jpg,Krishna_Bhadur_Mahara,1,M,M,#513B2E,#513B2E
155,166,127,127,/dataset/YouTubeFaces/frame_images_DB/Carla_Gugino/1/1.566.jpg,Carla_Gugino,177,71,54,54,/dataset/YouTubeFaces/frame_images_DB/Carla_Gugino/3/3.729.jpg,Carla_Gugino,1,F,F,#81654F,#513B2E
159,115,68,68,/dataset/YouTubeFaces/frame_images_DB/Leszek_Miller/0/0.524.jpg,Leszek_Miller,152,93,57,57,/dataset/YouTubeFaces/frame_images_DB/Leszek_Miller/3/3.787.jpg,Leszek_Miller,1,M,M,#BEA07E,#9D7A54
197,104,91,91,/dataset/YouTubeFaces/frame_images_DB/Carlos_Ghosn/1/1.66.jpg,Carlos_Ghosn,284,64,36,36,/dataset/YouTubeFaces/frame_images_DB/Carlos_Ghosn/3/3.76.jpg,Carlos_Ghosn,1,M,M,#9D7A54,#6F503C
135,97,65,65,/dataset/YouTubeFaces/frame_images_DB/Laura_Bush/1/1.1091.jpg,Laura_Bush,188,113,76,76,/dataset/YouTubeFaces/frame_images_DB/Laura_Bush/5/5.197.jpg,Laura_Bush,1,F,F,#81654F,#81654F
238,119,138,138,/dataset/YouTubeFaces/frame_images_DB/Christian_Lacroix/3/3.841.jpg,Christian_Lacroix,241,82,126,126,/dataset/YouTubeFaces/frame_images_DB/Christian_Lacroix/4/4.1133.jpg,Christian_Lacroix,1,M,M,#BEA07E,#BEA07E
147,89,76,76,/dataset/YouTubeFaces/frame_images_DB/Norm_Macdonald/0/0.6211.jpg,Norm_Macdonald,157,88,77,77,/dataset/YouTubeFaces/frame_images_DB/Norm_Macdonald/4/4.313.jpg,Norm_Macdonald,1,M,M,#81654F,#9D7A54
223,95,96,96,/dataset/YouTubeFaces/frame_images_DB/Lisa_Leslie/3/3.551.jpg,Lisa_Leslie,234,66,50,50,/dataset/YouTubeFaces/frame_images_DB/Lisa_Leslie/5/5.573.jpg,Lisa_Leslie,1,F,F,#6F503C,#6F503C
209,67,37,37,/dataset/YouTubeFaces/frame_images_DB/Hana_Sadiq/0/0.406.jpg,Hana_Sadiq,248,166,151,151,/dataset/YouTubeFaces/frame_images_DB/Hana_Sadiq/1/1.454.jpg,Hana_Sadiq,1,F,F,#6F503C,#81654F
329,153,122,122,/dataset/YouTubeFaces/frame_images_DB/Lindsey_Graham/0/0.78.jpg,Lindsey_Graham,157,72,56,56,/dataset/YouTubeFaces/frame_images_DB/Lindsey_Graham/3/3.164.jpg,Lindsey_Graham,1,M,M,#81654F,#6F503C
187,85,57,57,/dataset/YouTubeFaces/frame_images_DB/Vivica_Fox/2/2.172.jpg,Vivica_Fox,159,105,98,98,/dataset/YouTubeFaces/frame_images_DB/Vivica_Fox/5/5.130.jpg,Vivica_Fox,1,F,F,#81654F,#513B2E
262,75,31,31,/dataset/YouTubeFaces/frame_images_DB/Jack_Welch/2/2.1330.jpg,Jack_Welch,160,84,62,62,/dataset/YouTubeFaces/frame_images_DB/Jack_Welch/4/4.1812.jpg,Jack_Welch,1,M,M,#E5C8A6,#9D7A54
191,102,128,128,/dataset/YouTubeFaces/frame_images_DB/Uzi_Landau/2/2.1413.jpg,Uzi_Landau,307,145,94,94,/dataset/YouTubeFaces/frame_images_DB/Uzi_Landau/4/4.954.jpg,Uzi_Landau,1,M,M,#BEA07E,#81654F
210,75,40,40,/dataset/YouTubeFaces/frame_images_DB/Paul_Celluci/0/0.1039.jpg,Paul_Celluci,117,97,51,51,/dataset/YouTubeFaces/frame_images_DB/Paul_Celluci/2/2.542.jpg,Paul_Celluci,1,M,M,#6F503C,#81654F
217,92,87,87,/dataset/YouTubeFaces/frame_images_DB/Sara_Silverman/4/4.52.jpg,Sara_Silverman,157,73,70,70,/dataset/YouTubeFaces/frame_images_DB/Sara_Silverman/5/5.69.jpg,Sara_Silverman,1,F,F,#6F503C,#9D7A54
135,76,59,59,/dataset/YouTubeFaces/frame_images_DB/Manuel_Pellegrini/1/1.573.jpg,Manuel_Pellegrini,187,73,56,56,/dataset/YouTubeFaces/frame_images_DB/Manuel_Pellegrini/3/3.2311.jpg,Manuel_Pellegrini,1,M,M,#6F503C,#6F503C
276,143,139,139,/dataset/YouTubeFaces/frame_images_DB/Newt_Gingrich/0/0.563.jpg,Newt_Gingrich,234,134,74,74,/dataset/YouTubeFaces/frame_images_DB/Newt_Gingrich/2/2.410.jpg,Newt_Gingrich,1,M,M,#81654F,#6F503C
119,109,86,86,/dataset/YouTubeFaces/frame_images_DB/Nikki_McKibbin/0/0.376.jpg,Nikki_McKibbin,184,87,67,67,/dataset/YouTubeFaces/frame_images_DB/Nikki_McKibbin/3/3.118.jpg,Nikki_McKibbin,1,F,F,#81654F,#6F503C
230,75,102,102,/dataset/YouTubeFaces/frame_images_DB/Rachel_Hunter/4/4.1271.jpg,Rachel_Hunter,157,76,58,58,/dataset/YouTubeFaces/frame_images_DB/Rachel_Hunter/5/5.340.jpg,Rachel_Hunter,1,F,F,#6F503C,#9D7A54
211,151,94,94,/dataset/YouTubeFaces/frame_images_DB/Margaret_Thatcher/1/1.902.jpg,Margaret_Thatcher,137,169,44,44,/dataset/YouTubeFaces/frame_images_DB/Margaret_Thatcher/5/5.1713.jpg,Margaret_Thatcher,1,F,F,#9D7A54,#81654F
125,65,56,56,/dataset/YouTubeFaces/frame_images_DB/Olympia_Dukakis/1/1.515.jpg,Olympia_Dukakis,116,114,84,84,/dataset/YouTubeFaces/frame_images_DB/Olympia_Dukakis/4/4.706.jpg,Olympia_Dukakis,1,F,F,#6F503C,#9D7A54
135,137,139,139,/dataset/YouTubeFaces/frame_images_DB/Linda_Sanchez/0/0.1383.jpg,Linda_Sanchez,169,102,90,90,/dataset/YouTubeFaces/frame_images_DB/Linda_Sanchez/1/1.281.jpg,Linda_Sanchez,1,F,F,#9D7A54,#81654F
98,61,37,37,/dataset/YouTubeFaces/frame_images_DB/Evo_Morales/0/0.4355.jpg,Evo_Morales,99,51,39,39,/dataset/YouTubeFaces/frame_images_DB/Evo_Morales/1/1.2528.jpg,Evo_Morales,1,M,M,#81654F,#6F503C
157,57,61,61,/dataset/YouTubeFaces/frame_images_DB/Larry_Wilmore/0/0.1133.jpg,Larry_Wilmore,218,57,35,35,/dataset/YouTubeFaces/frame_images_DB/Larry_Wilmore/5/5.1848.jpg,Larry_Wilmore,1,M,M,#9D7A54,#6F503C
259,159,144,144,/dataset/YouTubeFaces/frame_images_DB/Beatriz_Merino/1/1.169.jpg,Beatriz_Merino,188,97,51,51,/dataset/YouTubeFaces/frame_images_DB/Beatriz_Merino/2/2.566.jpg,Beatriz_Merino,1,F,F,#9D7A54,#6F503C
130,64,59,59,/dataset/YouTubeFaces/frame_images_DB/Chuck_Woolery/3/3.107.jpg,Chuck_Woolery,305,91,66,66,/dataset/YouTubeFaces/frame_images_DB/Chuck_Woolery/4/4.221.jpg,Chuck_Woolery,1,M,M,#9D7A54,#81654F
160,74,56,56,/dataset/YouTubeFaces/frame_images_DB/Norm_Macdonald/1/1.238.jpg,Norm_Macdonald,186,104,86,86,/dataset/YouTubeFaces/frame_images_DB/Norm_Macdonald/5/5.1644.jpg,Norm_Macdonald,1,M,M,#9D7A54,#81654F
287,42,66,66,/dataset/YouTubeFaces/frame_images_DB/Edward_Burns/1/1.513.jpg,Edward_Burns,185,93,60,60,/dataset/YouTubeFaces/frame_images_DB/Edward_Burns/5/5.237.jpg,Edward_Burns,1,M,M,#81654F,#6F503C
298,113,111,111,/dataset/YouTubeFaces/frame_images_DB/Alicia_Silverstone/1/1.2125.jpg,Alicia_Silverstone,167,81,66,66,/dataset/YouTubeFaces/frame_images_DB/Alicia_Silverstone/2/2.6428.jpg,Alicia_Silverstone,1,F,F,#6F503C,#6F503C
155,85,59,59,/dataset/YouTubeFaces/frame_images_DB/Teri_Garr/0/0.239.jpg,Teri_Garr,116,87,78,78,/dataset/YouTubeFaces/frame_images_DB/Teri_Garr/4/4.621.jpg,Teri_Garr,1,F,F,#9D7A54,#9D7A54
228,164,183,183,/dataset/YouTubeFaces/frame_images_DB/Amanda_Beard/0/0.1951.jpg,Amanda_Beard,209,80,113,113,/dataset/YouTubeFaces/frame_images_DB/Amanda_Beard/3/3.254.jpg,Amanda_Beard,1,F,F,#81654F,#6F503C
265,74,30,30,/dataset/YouTubeFaces/frame_images_DB/Jack_Welch/2/2.1282.jpg,Jack_Welch,199,101,123,123,/dataset/YouTubeFaces/frame_images_DB/Jack_Welch/5/5.550.jpg,Jack_Welch,1,M,M,#E5C8A6,#6F503C
255,81,92,92,/dataset/YouTubeFaces/frame_images_DB/Eliza_Dushku/1/1.1541.jpg,Eliza_Dushku,89,92,171,171,/dataset/YouTubeFaces/frame_images_DB/Eliza_Dushku/2/2.444.jpg,Eliza_Dushku,1,F,F,#81654F,#6F503C
159,109,69,69,/dataset/YouTubeFaces/frame_images_DB/Kelsey_Grammer/1/1.219.jpg,Kelsey_Grammer,153,62,42,42,/dataset/YouTubeFaces/frame_images_DB/Kelsey_Grammer/3/3.37.jpg,Kelsey_Grammer,1,M,M,#9D7A54,#6F503C
129,189,59,59,/dataset/YouTubeFaces/frame_images_DB/Kirk_Ferentz/2/2.37.jpg,Kirk_Ferentz,144,97,92,92,/dataset/YouTubeFaces/frame_images_DB/Kirk_Ferentz/5/5.3098.jpg,Kirk_Ferentz,1,M,M,#6F503C,#BEA07E
120,105,115,115,/dataset/YouTubeFaces/frame_images_DB/Alfredo_di_Stefano/0/0.2309.jpg,Alfredo_di_Stefano,226,96,108,108,/dataset/YouTubeFaces/frame_images_DB/Alfredo_di_Stefano/2/2.272.jpg,Alfredo_di_Stefano,1,M,M,#9D7A54,#6F503C
72,94,29,29,/dataset/YouTubeFaces/frame_images_DB/Eric_Shinseki/2/2.897.jpg,Eric_Shinseki,153,57,40,40,/dataset/YouTubeFaces/frame_images_DB/Eric_Shinseki/4/4.188.jpg,Eric_Shinseki,1,M,M,#6F503C,#81654F
155,79,68,68,/dataset/YouTubeFaces/frame_images_DB/Vojislav_Seselj/0/0.192.jpg,Vojislav_Seselj,212,79,72,72,/dataset/YouTubeFaces/frame_images_DB/Vojislav_Seselj/5/5.1576.jpg,Vojislav_Seselj,1,M,M,#81654F,#81654F
201,104,68,68,/dataset/YouTubeFaces/frame_images_DB/Kevin_Borseth/2/2.1055.jpg,Kevin_Borseth,170,82,38,38,/dataset/YouTubeFaces/frame_images_DB/Kevin_Borseth/4/4.174.jpg,Kevin_Borseth,1,M,M,#E7C1B8,#81654F
163,47,56,56,/dataset/YouTubeFaces/frame_images_DB/Peter_Goldmark/1/1.607.jpg,Peter_Goldmark,192,89,69,69,/dataset/YouTubeFaces/frame_images_DB/Peter_Goldmark/4/4.305.jpg,Peter_Goldmark,1,M,M,#BEA07E,#81654F
141,120,135,135,/dataset/YouTubeFaces/frame_images_DB/Robert_Nardelli/0/0.150.jpg,Robert_Nardelli,221,131,116,116,/dataset/YouTubeFaces/frame_images_DB/Robert_Nardelli/1/1.287.jpg,Robert_Nardelli,1,M,M,#BEA07E,#9D7A54
252,58,43,43,/dataset/YouTubeFaces/frame_images_DB/Lesia_Burlak/2/2.197.jpg,Lesia_Burlak,178,54,41,41,/dataset/YouTubeFaces/frame_images_DB/Lesia_Burlak/3/3.188.jpg,Lesia_Burlak,1,F,F,#6F503C,#6F503C
158,75,56,56,/dataset/YouTubeFaces/frame_images_DB/Vicente_Fernandez/4/4.280.jpg,Vicente_Fernandez,276,191,106,106,/dataset/YouTubeFaces/frame_images_DB/Vicente_Fernandez/5/5.906.jpg,Vicente_Fernandez,1,M,M,#6F503C,#81654F
205,76,62,62,/dataset/YouTubeFaces/frame_images_DB/Eric_Staal/2/2.1100.jpg,Eric_Staal,226,110,86,86,/dataset/YouTubeFaces/frame_images_DB/Eric_Staal/5/5.632.jpg,Eric_Staal,1,M,M,#6F503C,#9D7A54
253,138,83,83,/dataset/YouTubeFaces/frame_images_DB/Clark_Randt/1/1.282.jpg,Clark_Randt,259,71,60,60,/dataset/YouTubeFaces/frame_images_DB/Clark_Randt/2/2.2281.jpg,Clark_Randt,1,M,M,#81654F,#BEA07E
252,101,105,105,/dataset/YouTubeFaces/frame_images_DB/Linda_Franklin/2/2.2143.jpg,Linda_Franklin,201,152,109,109,/dataset/YouTubeFaces/frame_images_DB/Linda_Franklin/4/4.858.jpg,Linda_Franklin,1,F,F,#81654F,#9D7A54
176,106,51,51,/dataset/YouTubeFaces/frame_images_DB/Luis_Ernesto_Derbez_Bautista/0/0.372.jpg,Luis_Ernesto_Derbez_Bautista,178,106,49,49,/dataset/YouTubeFaces/frame_images_DB/Luis_Ernesto_Derbez_Bautista/5/5.3490.jpg,Luis_Ernesto_Derbez_Bautista,1,M,M,#81654F,#6F503C
215,149,85,85,/dataset/YouTubeFaces/frame_images_DB/Kirsten_Dunst/0/0.524.jpg,Kirsten_Dunst,187,77,70,70,/dataset/YouTubeFaces/frame_images_DB/Kirsten_Dunst/2/2.499.jpg,Kirsten_Dunst,1,F,F,#513B2E,#6F503C
229,110,105,105,/dataset/YouTubeFaces/frame_images_DB/Maria_Callas/1/1.1315.jpg,Maria_Callas,240,116,91,91,/dataset/YouTubeFaces/frame_images_DB/Maria_Callas/2/2.3523.jpg,Maria_Callas,1,F,F,#81654F,#BEA07E
206,104,90,90,/dataset/YouTubeFaces/frame_images_DB/Conan_OBrien/0/0.29.jpg,Conan_OBrien,161,74,37,37,/dataset/YouTubeFaces/frame_images_DB/Conan_OBrien/4/4.451.jpg,Conan_OBrien,1,M,M,#9D7A54,#81654F
302,103,44,44,/dataset/YouTubeFaces/frame_images_DB/Kenneth_Branagh/0/0.590.jpg,Kenneth_Branagh,111,82,55,55,/dataset/YouTubeFaces/frame_images_DB/Kenneth_Branagh/5/5.998.jpg,Kenneth_Branagh,1,M,M,#513B2E,#81654F
167,82,47,47,/dataset/YouTubeFaces/frame_images_DB/Chita_Rivera/1/1.4833.jpg,Chita_Rivera,274,181,161,161,/dataset/YouTubeFaces/frame_images_DB/Chita_Rivera/3/3.1056.jpg,Chita_Rivera,1,F,F,#81654F,#81654F
73,88,144,144,/dataset/YouTubeFaces/frame_images_DB/Eliza_Dushku/2/2.418.jpg,Eliza_Dushku,259,62,92,92,/dataset/YouTubeFaces/frame_images_DB/Eliza_Dushku/3/3.104.jpg,Eliza_Dushku,1,F,F,#6F503C,#6F503C
244,126,52,52,/dataset/YouTubeFaces/frame_images_DB/GL_Peiris/1/1.1432.jpg,GL_Peiris,167,95,53,53,/dataset/YouTubeFaces/frame_images_DB/GL_Peiris/3/3.729.jpg,GL_Peiris,1,M,M,#81654F,#6F503C
247,122,64,64,/dataset/YouTubeFaces/frame_images_DB/Luis_Fonsi/2/2.2508.jpg,Luis_Fonsi,157,93,103,103,/dataset/YouTubeFaces/frame_images_DB/Luis_Fonsi/5/5.550.jpg,Luis_Fonsi,1,M,M,#81654F,#6F503C
195,120,83,83,/dataset/YouTubeFaces/frame_images_DB/Sally_Ride/0/0.2371.jpg,Sally_Ride,247,81,41,41,/dataset/YouTubeFaces/frame_images_DB/Sally_Ride/4/4.51.jpg,Sally_Ride,1,F,F,#81654F,#6F503C
261,109,88,88,/dataset/YouTubeFaces/frame_images_DB/Newt_Gingrich/3/3.47.jpg,Newt_Gingrich,255,85,89,89,/dataset/YouTubeFaces/frame_images_DB/Newt_Gingrich/4/4.614.jpg,Newt_Gingrich,1,M,M,#BEA07E,#81654F
161,48,61,61,/dataset/YouTubeFaces/frame_images_DB/Poala_Suarez/4/4.2522.jpg,Poala_Suarez,174,62,60,60,/dataset/YouTubeFaces/frame_images_DB/Poala_Suarez/5/5.1436.jpg,Poala_Suarez,1,F,F,#422811,#6F503C
99,63,52,52,/dataset/YouTubeFaces/frame_images_DB/Dave_Campo/1/1.2342.jpg,Dave_Campo,268,158,92,92,/dataset/YouTubeFaces/frame_images_DB/Dave_Campo/2/2.3586.jpg,Dave_Campo,1,M,M,#6F503C,#9D7A54
173,89,54,54,/dataset/YouTubeFaces/frame_images_DB/Saied_Hadi_al_Mudarissi/0/0.2330.jpg,Saied_Hadi_al_Mudarissi,151,93,59,59,/dataset/YouTubeFaces/frame_images_DB/Saied_Hadi_al_Mudarissi/1/1.1235.jpg,Saied_Hadi_al_Mudarissi,1,M,M,#81654F,#81654F
224,66,70,70,/dataset/YouTubeFaces/frame_images_DB/Ximena_Bohorquez/1/1.200.jpg,Ximena_Bohorquez,120,45,31,31,/dataset/YouTubeFaces/frame_images_DB/Ximena_Bohorquez/4/4.589.jpg,Ximena_Bohorquez,1,F,F,#513B2E,#81654F
238,80,76,76,/dataset/YouTubeFaces/frame_images_DB/Natasha_Henstridge/3/3.1509.jpg,Natasha_Henstridge,133,58,70,70,/dataset/YouTubeFaces/frame_images_DB/Natasha_Henstridge/5/5.1595.jpg,Natasha_Henstridge,1,F,F,#513B2E,#422811
163,79,91,91,/dataset/YouTubeFaces/frame_images_DB/Nelson_Acosta/2/2.2110.jpg,Nelson_Acosta,144,77,105,105,/dataset/YouTubeFaces/frame_images_DB/Nelson_Acosta/4/4.757.jpg,Nelson_Acosta,1,M,M,#E7C1B8,#6F503C
245,159,180,180,/dataset/YouTubeFaces/frame_images_DB/Otto_Reich/1/1.695.jpg,Otto_Reich,188,82,83,83,/dataset/YouTubeFaces/frame_images_DB/Otto_Reich/4/4.1952.jpg,Otto_Reich,1,M,M,#9D7A54,#9D7A54
160,96,76,76,/dataset/YouTubeFaces/frame_images_DB/Hassan_Nasrallah/3/3.129.jpg,Hassan_Nasrallah,184,79,77,77,/dataset/YouTubeFaces/frame_images_DB/Hassan_Nasrallah/4/4.2688.jpg,Hassan_Nasrallah,1,M,M,#81654F,#9D7A54
158,87,51,51,/dataset/YouTubeFaces/frame_images_DB/Saddam_Hussein/0/0.878.jpg,Saddam_Hussein,229,76,69,69,/dataset/YouTubeFaces/frame_images_DB/Saddam_Hussein/1/1.172.jpg,Saddam_Hussein,1,M,M,#E7C1B8,#81654F
